StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_6_TEXT,Q1.5,Q1.5_6_TEXT,Q95,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_4_TEXT,Q6,Q6.5,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q11_5_TEXT,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q28,Q93
2023-08-14 07:48:56,154,R_bJjoUoxGCAJ4idt,7.123064,-0.795434,Richard,NA,NA,NA,NA,"MGR Maintenance,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-08 06:32:39,688,R_347IjUvZ3rfFtgW,7.662902,-0.991043,George,NA,NA,NA,Old Konkompe,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-08 08:31:42,833,R_hiKkfuHH6SlQLP3,NA,NA,George,NA,NA,NA,Watro (Watroso),"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-16 04:51:34,560,R_g0R6mGV5kqrp23n,5.961392,-0.537672,George,NA,NA,NA,Fawotrikosie,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-23 05:58:38,6075,R_iRBJvi05WPE6pbU,6.232793,-0.058388,George,NA,NA,NA,Yonguase,"Routine Program Evaluation,Surveyor Team Visit,Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-24 01:43:41,3686,R_lRmQUdsl5C4zzTQ,6.215218,-0.005323,George,NA,NA,NA,Tsledom,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-24 07:04:10,6292,R_ctz5O768j7MuwM4,6.316312,-0.016793,George,NA,NA,NA,Obelemanya,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-30 04:15:36,392,R_mY3tZFca08RgVMj,5.852018,-0.459693,George,NA,NA,NA,Mamakrom,"Routine Program Evaluation,Other",Menstrual kits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-11 03:03:31,250,R_oHlViGJhHsAYiEm,5.897997,-0.276152,George,NA,NA,NA,Obosonu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-11 04:05:29,547,R_0mIx1UkITIrloM9,5.912202,-0.256322,George,NA,NA,NA,Akwansu,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-15 03:13:50,338,R_lboxfGFUBJ5gQBZ,5.817155,0.318347,George,NA,NA,NA,Minya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-15 04:15:49,406,R_1P7jfXkXxwgSTfq,NA,NA,George,NA,NA,NA,Amuyaokope,MGR Maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-15 05:25:22,345,R_luNZKkkvmM2u9o3,5.985958,0.356837,George,NA,NA,NA,Luta,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-15 06:02:31,263,R_93fmY8drTj8XHbb,NA,NA,George,NA,NA,NA,Madavunu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-01-15 06:21:11,264,R_lvLP75VQPM9MI66,6.004467,0.425783,George,NA,NA,NA,Terhey,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""duration""}","{""ImportId"":""_recordId""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""QID43""}","{""ImportId"":""QID43_4_TEXT""}",NA,NA,"{""ImportId"":""QID1""}","{""ImportId"":""QID18""}","{""ImportId"":""QID18_5_TEXT""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-23 04:22:57,303,R_o3FLbgTsSAXeRsO,10.831607999999999236706571537069976329803466796875,-0.86100699999999996681054881264572031795978546142578125,Richard,NA,NA,NA,Yorogo-Asorogobisi,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-23 06:15:19,325,R_ns2dQWwP8WxQbUv,10.8469619999999995485495674074627459049224853515625,-0.925443000000000015603518477291800081729888916015625,Richard,NA,NA,NA,Anateem Sumbrungu,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-24 03:40:35,309,R_3C5yfHQ5Kywz03v,10.825993000000000421323420596309006214141845703125,-0.97543699999999999850075482754618860781192779541015625,Richard,NA,NA,NA,Anateem Sumbrungu,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-11-08 04:40:41,203,R_eiGDdibJLZbzATQ,6.2971669999999999589590515824966132640838623046875,-0.689459999999999961772800816106610000133514404296875,Richard,NA,NA,NA,Ekorso-Akuoadu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-19 03:51:19,310,R_8FTyN7cZKIIEHOp,5.12149300000000007315748007385991513729095458984375,-1.95144800000000007145217750803567469120025634765625,George,NA,NA,NA,Community School 9,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-19 01:43:35,215,R_fnxTOwCRhBlEShI,5.09704099999999993286792232538573443889617919921875,-1.95583200000000001494981916039250791072845458984375,George,NA,NA,NA,Community School 3,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-18 05:55:03,695,R_2nRIG2w1srzMijs,5.29963699999999970913222568924538791179656982421875,-2.072169000000000149697143569937907159328460693359375,George,NA,NA,NA,Wangarakrom-Tarkuea,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-15 02:53:32,541,R_eKEoYJYHjBTrXwy,6.0249199999999998311750459834001958370208740234375,0.2591959999999999819664253664086572825908660888671875,George,NA,NA,NA,Nyapienya,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-14 06:59:31,300,R_ktJnVbST9AnSBjM,5.8486320000000002750084604485891759395599365234375,0.046842000000000001691535800318888504989445209503173828125,George,NA,NA,NA,Mongpong Shai,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-14 04:55:22,248,R_3legOSmRg1Sr7cc,5.86333000000000037488234738702885806560516357421875,0.032557000000000002604139126560767181217670440673828125,George,NA,NA,NA,Dedenya,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08 03:26:56,488,R_fNggvWuSrKLuglg,5.94586099999999984078158377087675034999847412109375,-0.326873000000000024645174789839074946939945220947265625,George,NA,NA,NA,Afransua Dedewa M/A Primary School,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01 05:49:17,1020,R_lRihW4b7dzahcvD,6.35809400000000035646507967612706124782562255859375,-0.66247500000000003606004383982508443295955657958984375,George,NA,NA,NA,Abrenya,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22 06:19:00,610,R_0t4rJiL7pkHkgX2,5.96158199999999993679011822678148746490478515625,-0.53711600000000003785061153394053690135478973388671875,George,NA,NA,NA,Fawotrikosie,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22 04:55:21,417,R_hthwh6pXZW4a5Uc,5.90318400000000043092995838378556072711944580078125,-0.52238799999999996348520880928845144808292388916015625,George,NA,NA,NA,Wurudu Wurudu,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-21 03:36:54,1187,R_hYarIppgNOewkxC,5.85162899999999996936139723402447998523712158203125,-0.4598079999999999945003992252168245613574981689453125,George,NA,NA,NA,Mamakrom,"MGR Maintenance,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28 03:27:34,306,R_5sMjyQthXo4Bomm,6.37192299999999978155074131791479885578155517578125,-1.0635380000000000944027078730869106948375701904296875,Richard,NA,NA,NA,Bepotumtum,"MGR Maintenance,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27 05:46:04,382,R_e1022aBxBYtcdnT,5.98622799999999966047425914439372718334197998046875,0.3571940000000000114965814645984210073947906494140625,George,NA,NA,NA,Luta,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27 03:36:18,1293,R_e0XcibkC693w7Rm,5.9525839999999998752855390193872153759002685546875,0.371093999999999979433340513423900119960308074951171875,George,NA,NA,NA,Amuyaokope,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26 07:11:35,7777,R_hPCKSjQJ4QY1mFM,5.8172019999999999839701558812521398067474365234375,0.31826399999999999135269490579958073794841766357421875,George,NA,NA,NA,Minya D/A Basic School,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21 07:24:36,361,R_5mn678J4Go2eSqN,10.8257390000000004448565960046835243701934814453125,-0.975481999999999960238028506864793598651885986328125,George,NA,NA,NA,Anateem Sumbrungu,"Routine Program Evaluation,Surveyor Team Visit,Other",Science kits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21 03:45:36,612,R_6XElh6q6dqHOCbw,10.8469449999999998368593878694809973239898681640625,-0.92548399999999997334043655428104102611541748046875,George,NA,NA,NA,Ataampuutum,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20 08:03:52,333,R_hQhgYAnnXnt8yWy,10.8608890000000002373781171627342700958251953125,-0.89955799999999996874322505391319282352924346923828125,George,NA,NA,NA,Nyariga Girls School,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20 04:26:01,2531,R_6aeA4S5RcHjub6f,11.2143169999999994246309142909012734889984130859375,-0.97684599999999999209165935099008493125438690185546875,George,NA,NA,NA,Yorogo-Asorogobisi,"Routine Program Evaluation,Surveyor Team Visit,Other",Science kits microscope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22 03:10:17,532,R_maPNBlKj7g6GYb7,7.628142000000000422232915298081934452056884765625,-0.97092299999999998050270733074285089969635009765625,George,NA,NA,NA,Watro (Watroso),"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22 01:30:03,399,R_7V5sJTfHDpsXPWS,7.8024199999999996890664988313801586627960205078125,-1.01273999999999997356781022972427308559417724609375,George,NA,NA,NA,Nwowom,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21 04:33:21,403,R_gr6oLzdczVTN5Ny,7.6627179999999999182591636781580746173858642578125,-0.99069799999999996753530240312102250754833221435546875,George,NA,NA,NA,Old KonKrompe,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19 07:25:30,3209,R_0qSGFfehTkezcbb,5.98645099999999974471620589611120522022247314453125,0.357018000000000002014388655879884026944637298583984375,George,NA,NA,NA,Luta,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19 05:40:28,538,R_bAjZGgM2GBla9Id,5.9524980000000002888782546506263315677642822265625,0.371087000000000000188293824976426549255847930908203125,George,NA,NA,NA,Amuyaokope,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-19 03:18:48,1431,R_3toTEFxzegt72GX,5.817220999999999975216269376687705516815185546875,0.318188999999999999612754209010745398700237274169921875,George,NA,NA,NA,Minya D/A Basic School,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-13 05:19:35,471,R_c89GevBjWzrQ6lA,5.8331619999999997361328496481291949748992919921875,0.64800899999999994616217691145720891654491424560546875,George,NA,NA,NA,Tuanikope,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-13 02:19:29,7325,R_kTRZwUOdIUTQnSo,5.78365799999999996572341842693276703357696533203125,0.6601879999999999970583530739531852304935455322265625,George,NA,NA,NA,Azizakope,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-12 07:02:08,789,R_dzOZQMw5WjRvh3U,5.8024480000000000501358954352326691150665283203125,0.59558100000000002705036195038701407611370086669921875,George,NA,NA,NA,Obane,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-11 06:06:15,947,R_1S60sbo3xIiNB6h,5.90289299999999972357045407989062368869781494140625,-0.52222299999999999275956952260457910597324371337890625,George,NA,NA,NA,Wurudu Wurudu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-11 03:36:58,730,R_gPSolV5HiuJyD13,5.85283700000000006724576451233588159084320068359375,-0.459811000000000025256241542592761106789112091064453125,George,NA,NA,NA,Mamakrom,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-07 07:18:42,206,R_4UV9AuJ1Q0sRgXa,5.96145299999999966900077197351492941379547119140625,-0.53762399999999999078426071719150058925151824951171875,George,NA,NA,NA,Nwowom,"MGR Maintenance,Routine Program Evaluation,Other",Menstrual kits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-07 07:14:16,261,R_7YkZfK76odlEvqH,5.9614250000000001961097950697876513004302978515625,-0.5376659999999999772768433103919960558414459228515625,George,NA,NA,NA,Watro (Watroso),"MGR Maintenance,Routine Program Evaluation,Other",Menstrual kits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-07 07:05:54,496,R_6fPuF8HrR1tQDEK,5.9614589999999996194901541457511484622955322265625,-0.5376440000000000107860387288383208215236663818359375,George,NA,NA,NA,Fawotrikosie,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-23 02:32:11,4158,R_9GZZVhdjCxZJwfD,7.01926900000000042467718230909667909145355224609375,-1.11759100000000000108002495835535228252410888671875,George,NA,NA,NA,Dagomba,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-22 07:29:08,68575,R_0f3sQtlinpv4n25,7.019087999999999993860910763032734394073486328125,-1.1178019999999999622986024405690841376781463623046875,George,NA,NA,NA,Bahankra,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-21 04:28:07,1097,R_5yHagBzIBz7OUsB,5.80083299999999990603782862308435142040252685546875,-0.32069300000000000583355586059042252600193023681640625,George,NA,NA,NA,Afransua Dedewa M/A Primary School,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-12 05:55:24,103,R_iiObKmXOmzCJ2Wl,6.29721300000000017149659470305778086185455322265625,-0.6895670000000000410267375627881847321987152099609375,Richard,NA,NA,NA,Ekorso-Akuoadu,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-12 05:57:11,4439,R_nkh1bCe4Zd0lEa6,8,-2,Richard,NA,NA,NA,Wekpeti Abresu,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-13 05:29:32,232,R_f4JXk4INoOFnyJC,6.37189199999999988932586347800679504871368408203125,-1.0637319999999998998418959672562777996063232421875,Richard,NA,NA,NA,Bepotumtum,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-17 06:14:28,151,R_emgKBCnDdtgt5Mn,8,-2,Richard,NA,NA,NA,Essam Golden Sunbeam Montessori School,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-10 05:17:55,645,R_5jOEziRjCiEbGVl,5.299504999999999910187398199923336505889892578125,-2.072131000000000167204916579066775739192962646484375,George,NA,NA,NA,Wangarakrom-Tarkuea,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-03 07:25:26,1066,R_3sNQsL0ZG0TpWCx,6.02479799999999965365304888109676539897918701171875,0.25905400000000000648725517748971469700336456298828125,George,NA,NA,NA,Nyapienya,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-27 08:48:02,282,R_9JeALj5tsgfCtpX,5.972260999999999597775968140922486782073974609375,0.4241369999999999862438926356844604015350341796875,George,NA,NA,NA,Terhey,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-06-27 08:24:37,1380,R_9CJCxVH0w5xjBpF,5.9721700000000002006572685786522924900054931640625,0.423933999999999977514875126871629618108272552490234375,George,NA,NA,NA,Madavunu,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-16 05:03:37,273,R_eSzuUsyQrAjX2ji,6.2311759999999996040287442156113684177398681640625,-0.057538999999999999868105504674531402997672557830810546875,Isaac,NA,NA,NA,Yonguase M/A Basic School,"Routine Program Evaluation,Other",Menstrual kits distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-17 05:29:46,178,R_haWcF3RQ4KqZnQO,6.3163210000000002963815859402529895305633544921875,-0.0168139999999999990853982723137960419990122318267822265625,Isaac,NA,NA,NA,Other,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-12 05:46:54,139,R_iyDfdUewJIZMfwm,6.84928899999999973857711665914393961429595947265625,-1.135359999999999924824578556581400334835052490234375,Richard,NA,NA,NA,Bahankra,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
